"id","categoryId","name","price","description","image","gallery"
313,1,"Shampoo para perro",35000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp3.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp3.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp3.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp3.jpg""]"
314,1,"Shampoo para perro",35000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp4.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp4.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp4.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp4.jpg""]"
315,1,"Shampoo para perro",35000,"Shampoo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp5.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp5.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp5.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/shamp5.jpg""]"
316,1,"Spry para perros",35000,"Spry para perros ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/spryy.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/spryy.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/spryy.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/spryy.jpg""]"
317,1,"Cepillo azul para perro",35000,"Cepillo azul para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/cbluee.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/cbluee.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/cbluee.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/cbluee.jpg""]"
318,1,"Cepillo rojo para perro",35000,"Cepillo rojo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/creeed.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/creeed.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/creeed.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/creeed.jpg""]"
319,1,"recogedor para perro",35000,"recogedor para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/recott.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/recott.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/recott.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/recott.jpg""]"
320,1,"Cepillo para perro",20500,"Cepillo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp01.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp01.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp01.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp01.jpg""]"
321,1,"Cepillo para perro",20500,"Cepillo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp02.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp02.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp02.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp02.jpg""]"
323,1,"Cepillo para perro",20500,"Cepillo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp03.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp03.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp04.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp04.jpg""]"
324,1,"Cepillo para perro",20500,"Cepillo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp05.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp05.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp05.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp05.jpg""]"
325,1,"Cepillo para perro",20500,"Cepillo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp06.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp06.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp06.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp06.jpg""]"
326,1,"Cepillo para perro",20500,"Cepillo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp07.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp07.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp08.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp07.jpg""]"
327,1,"Cepillo para perro",20500,"Cepillo para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp09.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp09.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp09.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/ccepp09.jpg""]"
328,1,"Bolsas Azules para perro ms",15000,"Bolsas Azules para perro","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/bolsass1.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/bolsass1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/bolsass1.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/bolsass1.jpg""]"
329,1,"Bolsas Rojas para perro",15000,"Bolsas Rojas para perro ms","https://images-pets.s3.us-east-2.amazonaws.com/imagenes/bolsass2.jpg","[""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/bolsass2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/bolsass2.jpg"",""https://images-pets.s3.us-east-2.amazonaws.com/imagenes/bolsass2.jpg""]"
